Role,Module,Route,API endpoint,Action,Expected access,Navigation visibility,Direct URL access,Backend/API authorization,Ownership restriction,Automated test,Browser result,Live result,Status,Evidence,Blocker
estimator,Procurement,/procurement/deliveries,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/procurement/deliveries/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Procurement,/procurement/deliveries/[id],N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/procurement/deliveries/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Procurement,/procurement/deliveries/new,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/procurement/deliveries/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Procurement,/procurement/rfqs,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/procurement/rfqs/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Procurement,/procurement/rfqs/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/procurement/rfqs/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/access,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/access/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/audit,N/A (page resource; endpoint matrix tracked separately),View,DENY (audit.read policy),AUDIT TAB HIDDEN,DENY/NOT FOUND,Project detail projection plus audit.read route gate,Tenant and requested project scope,PASSED - all-role projection and route tests,BLOCKED,NOT RUN,PARTIAL,project-detail-access.test.tsx; project-sensitive-routes.test.tsx,No supplied or seeded browser identity
estimator,Projects,/projects/[id]/billing,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/billing/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/bom,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/bom/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/bom/togal,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/bom/togal/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/checklist,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/checklist/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/coc,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/coc/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/comments,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/comments/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/cost,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/cost/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/cost/budget,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/cost/budget/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/documents,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/documents/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/permits,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/permits/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/progress,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/progress/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/reports,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/reports/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/scope,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/scope/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/turnover,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/turnover/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/vos,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/vos/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/[id]/vos/[voId],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/[id]/vos/[voId]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Projects,/projects/new,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/projects/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Post-Construction,/punchlist,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/punchlist/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Post-Construction,/punchlist/[id],N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/punchlist/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Post-Construction,/punchlist/new,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/punchlist/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Procurement,/purchase-orders,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/purchase-orders/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Procurement,/purchase-orders/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/purchase-orders/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Procurement,/purchase-orders/[id]/print,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(print)/purchase-orders/[id]/print/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Admin & Reports,/reports,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/reports/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Settings & Profile,/settings,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/settings/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Construction Cadence,/tasks,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/tasks/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Warranty & CX,/warranty,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/warranty/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Warranty & CX,/warranty/[id],N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/warranty/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Warranty & CX,/warranty/cnps,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/warranty/cnps/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
estimator,Construction Cadence,/weekly-report/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(print)/weekly-report/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Admin & Reports,/admin,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/admin/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Admin & Reports,/admin/data-quality,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/admin/data-quality/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Admin & Reports,/admin/mapping-config,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/admin/mapping-config/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Admin & Reports,/admin/material-items,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/admin/material-items/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Admin & Reports,/admin/rate-cards,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/admin/rate-cards/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Admin & Reports,/admin/users,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/admin/users/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Admin & Reports,/admin/users/[id],N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/admin/users/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Admin & Reports,/admin/users/new,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),PARENT HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/admin/users/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Assets,/assets,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),HIDDEN BY CONTROLLED-ROLLOUT FLAG,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/assets/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Assets,/assets/[assetId],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),HIDDEN BY CONTROLLED-ROLLOUT FLAG,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/assets/[assetId]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,BOM Engine,/bom,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/bom/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance & Billing,/claims,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/claims/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance & Billing,/claims/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/claims/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Finance & Billing,/claims/new,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/claims/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,Cortex,/cortex,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/cortex/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/accounts,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/crm/accounts/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/accounts/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/crm/accounts/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/accounts/new,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),PARENT VISIBLE,ALLOW,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/crm/accounts/new/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/kyc-queue,N/A (page resource; endpoint matrix tracked separately),View,DENY (current source policy),HIDDEN,DENY/REDIRECT,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,NOT TESTED,apps/web/src/app/(dashboard)/crm/kyc-queue/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/opportunities,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/opportunities/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/opportunities/[id],N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/opportunities/[id]/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
pm,CRM & Proposal,/crm/opportunities/[id]/proposal,N/A (page resource; endpoint matrix tracked separately),View,ALLOW (current source policy),NO CONFIGURED NAV ITEM,ALLOW BY CATCH-ALL; PAGE GATE VARIES,Page/layout gate; action and endpoint capabilities require separate rows,Tenant scope required,NOT TESTED,BLOCKED,NOT TESTED,PARTIAL,apps/web/src/app/(dashboard)/crm/opportunities/[id]/proposal/page.tsx; apps/web/src/lib/operations/nav-config.ts; apps/web/src/lib/protected-route.ts,No supplied or seeded browser identity for this canonical role
